similitud,pieza_1,no_parte_1,pieza_2,no_parte_2,razon_no_fusion
93.1,"TEE HEMBRA GALVANIZADA DE 1/2""",TEE HE-169,"TEE HEMBRA GALVANIZADA DE 3/4""",TEE HE-168,Medidas/modelos diferentes
93.1,"TEE HEMBRA GALVANIZADA DE 2""",TEE HE-165,"TEE HEMBRA GALVANIZADA DE 2 1/2 """,TEE HE-164,Medidas/modelos diferentes
93.1,TORNILLO 1/2*3 1/2NEGRO GRADO 5,TORNI-051,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,Medidas/modelos diferentes
93.1,"TORNILLO 7/16 *1"" NEGRO GRADO 5",TORNI-039,TORNILLO 9/16*2 NEGRO GRADO 5,TORNI-058,Medidas/modelos diferentes
93.1,"TORNILLO 7/16 *1"" NEGRO GRADO 5",TORNI-039,TORNILLO 9/16*3 NEGRO GRADO 5,TORNI-060,Medidas/modelos diferentes
93.1,"TORNILLO 7/16 *1"" NEGRO GRADO 5",TORNI-039,TORNILLO 9/16*4 NEGRO GRADO 5,TORNI-062,Medidas/modelos diferentes
93.1,"TORNILLO 7/16 *1"" NEGRO GRADO 5",TORNI-039,TORNILLO 9/16*5 NEGRO GRADO 5,TORNI-063,Medidas/modelos diferentes
93.1,TORNILLO 7/16*2 NEGRO GRADO 5,TORNI-041,TORNILLO 9/16*1 NEGRO GRADO 5,TORNI-056,Medidas/modelos diferentes
93.1,TORNILLO 7/16*2 NEGRO GRADO 5,TORNI-041,TORNILLO 9/16*3 NEGRO GRADO 5,TORNI-060,Medidas/modelos diferentes
93.1,TORNILLO 7/16*2 NEGRO GRADO 5,TORNI-041,TORNILLO 9/16*4 NEGRO GRADO 5,TORNI-062,Medidas/modelos diferentes
93.1,TORNILLO 7/16*2 NEGRO GRADO 5,TORNI-041,TORNILLO 9/16*5 NEGRO GRADO 5,TORNI-063,Medidas/modelos diferentes
93.1,TORNILLO 7/16* 4 NEGRO GRADO 5,TORNI-045,TORNILLO 9/16*1 NEGRO GRADO 5,TORNI-056,Medidas/modelos diferentes
93.1,TORNILLO 7/16* 4 NEGRO GRADO 5,TORNI-045,TORNILLO 9/16*2 NEGRO GRADO 5,TORNI-058,Medidas/modelos diferentes
93.1,TORNILLO 7/16* 4 NEGRO GRADO 5,TORNI-045,TORNILLO 9/16*3 NEGRO GRADO 5,TORNI-060,Medidas/modelos diferentes
93.1,TORNILLO 7/16* 4 NEGRO GRADO 5,TORNI-045,TORNILLO 9/16*5 NEGRO GRADO 5,TORNI-063,Medidas/modelos diferentes
93.1,REDUCION BUSHING NEGRA 1 1/2* 1,REDUCI-184,REDUCION BUSHING NEGRA 1* 1/2,REDUCI-186,Medidas/modelos diferentes
93.1,REDUCION BUSHING NEGRA 1* 1/2,REDUCI-186,REDUCION BUSHING NEGRA 2 * 1 1/2,REDUCI-181,Medidas/modelos diferentes
93.1,REDUCION BUSHING NEGRA 1* 1/2,REDUCI-186,REDUCION BUSHING NEGRA 3*2 1/2,REDUCI-180,Medidas/modelos diferentes
93.1,REDUCION BUSHING NEGRA 2 * 1/2,REDUCI-183,REDUCION BUSHING NEGRA 3*2 1/2,REDUCI-180,Medidas/modelos diferentes
93.0,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1 1/2""",CODO I-208,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3""",CODO I-205,Medidas/modelos diferentes
93.0,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1 1/2""",CODO I-208,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 4""",CODO I-204,Medidas/modelos diferentes
93.0,NIPLE ACERO AL CARBON DE 1 1/2 CUERDA CORRIDA,NIPLE -124,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,Medidas/modelos diferentes
93.0,NIPLE ACERO AL CARBON DE 1 1/2 CUERDA CORRIDA,NIPLE -124,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,Medidas/modelos diferentes
93.0,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4 * 1/2,AIRE-RED-130,Medidas/modelos diferentes
93.0,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/4,AIRE-RED-125,Medidas/modelos diferentes
93.0,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/8,AIRE-RED-124,Medidas/modelos diferentes
93.0,"CONEXION RAPIDA HEMBRA DIXON DE 11\2 """,A-150,"CONEXION RAPIDA HEMBRA DIXON DE 200""",A-200,Medidas/modelos diferentes
93.0,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,"TORNILLO 1/4* 1""GALVANIZADO GRADO 5",TORNI-010,Medidas/modelos diferentes
93.0,"TORNILLO 1/4* 1""GALVANIZADO GRADO 5",TORNI-010,TORNILLO 1/4* 2 1/2 GALVANIZADO GRADO 5,TORNI-013,Medidas/modelos diferentes
92.9,"COPLE ACERO AL CARBON DE 1""",COPLE -148,COPLE ACERO AL CARBON DE 1 1/2,COPLE -147,Medidas/modelos diferentes
92.9,"COPLE ACERO AL CARBON DE 1""",COPLE -148,COPLE ACERO AL CARBON DE 2 1/2,COPLE -145,Medidas/modelos diferentes
92.9,COPLE ACERO AL CARBON DE 1 1/2,COPLE -147,COPLE ACERO AL CARBON DE 2,COPLE -146,Medidas/modelos diferentes
92.9,COPLE ACERO AL CARBON DE 1/2,COPLE -150,COPLE ACERO AL CARBON DE 3/4,COPLE -149,Medidas/modelos diferentes
92.9,COPLE ACERO AL CARBON DE 1/2,COPLE -150,COPLE ACERO AL CARBON DE 3/8,COPLE -152,Medidas/modelos diferentes
92.9,COPLE ACERO AL CARBON DE 1/4,COPLE -151,COPLE ACERO AL CARBON DE 3/8,COPLE -152,Medidas/modelos diferentes
92.9,COPLE ACERO AL CARBON DE 2,COPLE -146,COPLE ACERO AL CARBON DE 2 1/2,COPLE -145,Medidas/modelos diferentes
92.9,MACHO JIC * MACHO NPTF 3/4 * 1/2,AIRE-MAC-110,MACHO JIC * MACHO NPTF 3/4 * 3/4,AIRE-MAC-112,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
92.9,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
92.9,"TAPON MACHO 1""",AIRE-TAP-163,TAPON MACHO 1/2,AIRE-TAP-049,Medidas/modelos diferentes
92.9,"TAPON MACHO 1""",AIRE-TAP-163,TAPON MACHO 1/4,AIRE-TAP-047,Medidas/modelos diferentes
92.9,"TAPON MACHO 1""",AIRE-TAP-163,TAPON MACHO 1/8,AIRE-TAP-046,Medidas/modelos diferentes
92.9,TAPON MACHO 1/2,AIRE-TAP-049,"TAPON MACHO 2""",AIRE-TAP-165,Medidas/modelos diferentes
92.9,"TEE HEMBRA ACERO NEGRO DE 1""",TEE HE-159,TEE HEMBRA ACERO NEGRO DE 3/4,TEE HE-160,Medidas/modelos diferentes
92.9,"TEE HEMBRA ACERO NEGRO DE 1/2""",TEE HE-161,"TEE HEMBRA ACERO NEGRO DE 3""",TEE HE-155,Medidas/modelos diferentes
92.9,"TEE HEMBRA ACERO NEGRO DE 1/2""",TEE HE-161,"TEE HEMBRA ACERO NEGRO DE 4""",TEE HE-154,Medidas/modelos diferentes
92.9,"TEE HEMBRA ACERO NEGRO DE 2""",TEE HE-157,TEE HEMBRA ACERO NEGRO DE 3/4,TEE HE-160,Medidas/modelos diferentes
92.9,"TEE HEMBRA GALVANIZADA DE 1""",TEE HE-167,"TEE HEMBRA GALVANIZADA DE 3/4""",TEE HE-168,Medidas/modelos diferentes
92.9,"TEE HEMBRA GALVANIZADA DE 1/2""",TEE HE-169,"TEE HEMBRA GALVANIZADA DE 3""",TEE HE-163,Medidas/modelos diferentes
92.9,"TEE HEMBRA GALVANIZADA DE 1/2""",TEE HE-169,"TEE HEMBRA GALVANIZADA DE 4""",TEE HE-162,Medidas/modelos diferentes
92.9,"TEE HEMBRA GALVANIZADA DE 2""",TEE HE-165,"TEE HEMBRA GALVANIZADA DE 3/4""",TEE HE-168,Medidas/modelos diferentes
92.9,"CONEXION RAPIDA MACHO DE 1 1\2""",F-150,"CONEXION RAPIDA MACHO DE 2""",F-200,Medidas/modelos diferentes
92.9,MANOMETRO 0-30,,MANOMETRO 0-60,,Medidas/modelos diferentes
92.9,TORNILLO 1/2*1 NEGRO GRADO 5,TORNI-046,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,Medidas/modelos diferentes
92.9,TORNILLO 1/2*2 NEGRO GRADO 5,TORNI-048,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,Medidas/modelos diferentes
92.9,TORNILLO 3/4*3 GRADO 5 NEGRO,TORNI-076,TORNILLO 3/8* 3 GRADO 8 NEGRO,TORNI-088,Medidas/modelos diferentes
92.9,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,TORNILLO 5/8*3 NEGRO GRADO 8,TORNI-132,Medidas/modelos diferentes
92.9,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,TORNILLO 5/8*3 NEGRO GRADO 8,TORNI-132,Medidas/modelos diferentes
92.9,TORNILLO 5/8*3 NEGRO GRADO 8,TORNI-132,TORNILLO 5/8*4 NEGRO GRADO 5,TORNI-070,Medidas/modelos diferentes
92.9,REDUCION BUSHING NEGRA 1 1/2* 1,REDUCI-184,REDUCION BUSHING NEGRA 2 * 1,REDUCI-182,Medidas/modelos diferentes
92.9,REDUCION BUSHING NEGRA 1* 1/2,REDUCI-186,REDUCION BUSHING NEGRA 1*3/4,REDUCI-185,Medidas/modelos diferentes
92.9,REDUCION BUSHING NEGRA 2 * 1,REDUCI-182,REDUCION BUSHING NEGRA 2 * 1 1/2,REDUCI-181,Medidas/modelos diferentes
92.9,REDUCION BUSHING NEGRA 3*2,REDUCI-179,REDUCION BUSHING NEGRA 3*2 1/2,REDUCI-180,Medidas/modelos diferentes
92.8,"CONEXION RAPIDA HEMBRA DIXON DE 11\2 """,A-150,"CONEXION RAPIDA HEMBRA DIXON DE 3""",A-300,Medidas/modelos diferentes
92.8,"CONEXION RAPIDA HEMBRA DIXON DE 11\2 """,A-150,"CONEXION RAPIDA HEMBRA DIXON DE 4""",A-400,Medidas/modelos diferentes
92.8,TORNILLO 1/4* 2 GALVANIZADO GRADO 5,TORNI-012,TORNILLO 3/8*2 GRALVANIZADO GRADO 5,TORNI-020,Medidas/modelos diferentes
92.8,TORNILLO 1/4* 2 GALVANIZADO GRADO 5,TORNI-012,TORNILLO 5/16*2 GALVANIZADO GRADO 5,TORNI-017,Medidas/modelos diferentes
92.8,TORNILLO 3/8 *1 GALVANIZADO GRADO 5,TORNI-018,TORNILLO 5/16 *1 GALVANIZADO GRADO 5,TORNI-014,Medidas/modelos diferentes
92.8,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO DE 5/16*2 1/2 NEGRO GRADO 5,TORNI-028,Medidas/modelos diferentes
92.8,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,TORNILLO DE 5/16*2 1/2 NEGRO GRADO 5,TORNI-028,Medidas/modelos diferentes
92.8,TORNILLO DE 3/8*1 1/2 NEGRO GRADO 5,TORNI-031,TORNILLO DE 3/8*3 /12 NEGRO GRADO 5,TORNI-035,Medidas/modelos diferentes
92.8,TORNILLO DE 3/8*3 /12 NEGRO GRADO 5,TORNI-035,TORNILLO DE 3/8*4 1/2 NEGRO GRADO 5,TORNI-037,Medidas/modelos diferentes
92.7,CODO MACHO 90° 1/2 * 3/8,AIRE-COD-026,CODO MACHO 90°1/4 * 3/8,AIRE-COD-020,Medidas/modelos diferentes
92.7,CODO MACHO 90 ° 1/4 *1/8,AIRE-COD-018,CODO MACHO 90°1/4 * 3/8,AIRE-COD-020,Medidas/modelos diferentes
92.7,"MANOVACUMETRO 2 1/2"" 30*30 CON GLICERINA INF",MANOVA-520,"MANOVACUMETRO 4"" 30*30 CON GLICERINA INF",MANOVA-519,Medidas/modelos diferentes
92.6,BARRIL TUERCA HEXAGONAL 1/2,AIRE-BAR-043,BARRIL TUERCA HEXAGONAL 3/8,AIRE-BAR-042,Medidas/modelos diferentes
92.6,BARRIL TUERCA HEXAGONAL 1/2,AIRE-BAR-043,BARRIL TUERCA HEXAGONAL 5/8,AIRE-BAR-044,Medidas/modelos diferentes
92.6,BARRIL TUERCA HEXAGONAL 1/4,AIRE-BAR-041,BARRIL TUERCA HEXAGONAL 3/8,AIRE-BAR-042,Medidas/modelos diferentes
92.6,BARRIL TUERCA HEXAGONAL 1/4,AIRE-BAR-041,BARRIL TUERCA HEXAGONAL 5/8,AIRE-BAR-044,Medidas/modelos diferentes
92.6,"CODO 90° MACHO NPTx TUERCA HEMBRA GIRATORIA NPSM 1 1/4"" x 1 1/4""",AIRE-COD-151,"CODO 90° MACHO NPTx TUERCA HEMBRA GIRATORIA NPSM 1"" x 1""",AIRE-COD-149,Medidas/modelos diferentes
92.6,"COPLE ACERO AL CARBON DE 1""",COPLE -148,COPLE ACERO AL CARBON DE 3/4,COPLE -149,Medidas/modelos diferentes
92.6,"COPLE ACERO AL CARBON DE 1""",COPLE -148,COPLE ACERO AL CARBON DE 3/8,COPLE -152,Medidas/modelos diferentes
92.6,COPLE ACERO AL CARBON DE 1/2,COPLE -150,"COPLE ACERO AL CARBON DE 3""",COPLE -144,Medidas/modelos diferentes
92.6,COPLE ACERO AL CARBON DE 1/2,COPLE -150,"COPLE ACERO AL CARBON DE 4""",COPLE -143,Medidas/modelos diferentes
